10	0.002
10	0.002
10	0.003
10	0.003
10	0.003
15	0.002
15	0.002
15	0.002
15	0.002
15	0.003
20	0.002
20	0.002
20	0.002
20	0.002
20	0.002
25	0.002
25	0.002
25	0.002
25	0.002
25	0.002
30	0.002
30	0.002
30	0.002
30	0.002
30	0.002
40	0.002
40	0.002
40	0.002
40	0.002
40	0.003
50	0.002
50	0.002
50	0.002
50	0.002
50	0.003
60	0.002
60	0.002
60	0.002
60	0.002
60	0.002
70	0.002
70	0.002
70	0.002
70	0.002
70	0.002
80	0.002
80	0.002
80	0.002
80	0.002
80	0.002
90	0.002
90	0.002
90	0.002
90	0.002
90	0.002
100	0.002
100	0.002
100	0.002
100	0.002
100	0.002
200	0.002
200	0.002
200	0.002
200	0.003
200	0.003
300	0.002
300	0.002
300	0.002
300	0.003
300	0.003
400	0.002
400	0.002
400	0.002
400	0.003
400	0.003
500	0.002
500	0.003
500	0.003
500	0.003
500	0.004
600	0.003
600	0.003
600	0.003
600	0.003
600	0.003
700	0.003
700	0.003
700	0.003
700	0.004
700	0.004
800	0.004
800	0.004
800	0.004
800	0.004
800	0.005
900	0.004
900	0.004
900	0.004
900	0.005
900	0.005
1000	0.005
1000	0.005
1000	0.005
1000	0.005
1000	0.005
2000	0.014
2000	0.014
2000	0.015
2000	0.015
2000	0.015
3000	0.030
3000	0.031
3000	0.031
3000	0.031
3000	0.032
4000	0.052
4000	0.052
4000	0.052
4000	0.054
4000	0.054
5000	0.080
5000	0.081
5000	0.082
5000	0.082
5000	0.082
6000	0.114
6000	0.114
6000	0.114
6000	0.115
6000	0.115
7000	0.154
7000	0.155
7000	0.155
7000	0.156
7000	0.156
8000	0.202
8000	0.202
8000	0.204
8000	0.204
8000	0.205
9000	0.257
9000	0.258
9000	0.258
9000	0.259
9000	0.261
10000	0.322
10000	0.323
10000	0.324
10000	0.325
10000	0.328
